State,Year,Excessive drinking,Median household income
TX,1/1/2015,,38544
TX,1/1/2014,,34941
TX,1/1/2015,,35846
TX,1/1/2014,0.275,48066
TX,1/1/2015,0.275,48324
TX,1/1/2014,,55700
TX,1/1/2015,,60650
TX,1/1/2015,,52431
TX,1/1/2014,,49238
TX,1/1/2015,,51340
TX,1/1/2014,,40817
TX,1/1/2015,,39660
TX,1/1/2014,,50916
TX,1/1/2015,,49792
TX,1/1/2014,0.138,63720
TX,1/1/2015,0.138,61199
TX,1/1/2014,,44256
TX,1/1/2015,,41784
TX,1/1/2014,,42378
TX,1/1/2015,,43766
TX,1/1/2014,0.083,40254
TX,1/1/2015,0.083,39833
TX,1/1/2014,0.15,35754
TX,1/1/2015,0.15,37366
TX,1/1/2014,,32861
TX,1/1/2015,,32766
TX,1/1/2014,,41349
TX,1/1/2015,,42183
TX,1/1/2014,0.119,56716
TX,1/1/2015,0.119,60439
TX,1/1/2014,,56680
TX,1/1/2015,,61724
TX,1/1/2014,,33598
TX,1/1/2015,,34556
TX,1/1/2014,,33153
TX,1/1/2015,,31409
TX,1/1/2014,,34431
TX,1/1/2015,,37053
TX,1/1/2014,,40970
TX,1/1/2015,,45214
TX,1/1/2014,,39771
TX,1/1/2015,,40631
TX,1/1/2014,,85164
TX,1/1/2015,,92466
TX,1/1/2014,,35593
TX,1/1/2015,,36769
TX,1/1/2014,,44478
TX,1/1/2015,,44349
TX,1/1/2014,,35805
TX,1/1/2015,,37576
TX,1/1/2014,,31714
TX,1/1/2015,,32140
TX,1/1/2014,,42160
TX,1/1/2015,,42320
TX,1/1/2014,,48287
TX,1/1/2015,,46781
TX,1/1/2014,,37107
TX,1/1/2015,,36030
TX,1/1/2014,,47322
TX,1/1/2015,,50402
TX,1/1/2014,,49340
TX,1/1/2015,,53219
TX,1/1/2014,,48779
TX,1/1/2015,,51116
TX,1/1/2014,,37122
TX,1/1/2015,,36565
TX,1/1/2015,,48054
TX,1/1/2014,0.111,46305
TX,1/1/2015,0.111,47711
TX,1/1/2014,,52988
TX,1/1/2015,,56282
TX,1/1/2014,,23358
TX,1/1/2015,,25408
TX,1/1/2014,,40805
TX,1/1/2015,,43779
TX,1/1/2014,,60695
TX,1/1/2015,,59098
TX,1/1/2014,,37076
TX,1/1/2015,,35601
TX,1/1/2014,0.156,56030
TX,1/1/2015,0.156,56906
TX,1/1/2014,0.098,43181
TX,1/1/2015,0.098,44081
TX,1/1/2014,,34928
TX,1/1/2015,,37489
TX,1/1/2014,,39312
TX,1/1/2015,,40501
TX,1/1/2014,0.166,43393
TX,1/1/2015,0.166,45405
TX,1/1/2014,0.217,57293
TX,1/1/2015,0.217,60372
TX,1/1/2014,,33771
TX,1/1/2015,,33447
TX,1/1/2014,,39255
TX,1/1/2015,,40986
TX,1/1/2014,,43356
TX,1/1/2015,,46489
TX,1/1/2014,,49846
TX,1/1/2015,,54549
TX,1/1/2014,,32920
TX,1/1/2015,,35813
TX,1/1/2014,0.123,39864
TX,1/1/2015,0.123,38645
TX,1/1/2014,0.101,42563
TX,1/1/2015,0.101,43220
TX,1/1/2014,0.247,49012
TX,1/1/2015,0.247,51544
TX,1/1/2014,,38024
TX,1/1/2015,,40092
TX,1/1/2014,,47015
TX,1/1/2015,,49326
TX,1/1/2014,,46047
TX,1/1/2015,,51026
TX,1/1/2014,,45657
TX,1/1/2015,,49472
TX,1/1/2014,0.187,35974
TX,1/1/2015,0.187,38652
TX,1/1/2014,0.232,40716
TX,1/1/2015,0.232,42862
TX,1/1/2014,,47012
TX,1/1/2015,,51922
TX,1/1/2014,0.159,43791
TX,1/1/2015,0.159,43473
TX,1/1/2014,,37304
TX,1/1/2015,,37840
TX,1/1/2014,,29225
TX,1/1/2015,,28945
TX,1/1/2014,0.171,71272
TX,1/1/2015,0.171,71252
TX,1/1/2014,0.217,61103
TX,1/1/2015,0.217,60844
TX,1/1/2014,,48727
TX,1/1/2015,,54294
TX,1/1/2014,0.145,53927
TX,1/1/2015,0.145,58392
TX,1/1/2014,,45466
TX,1/1/2015,,45763
TX,1/1/2014,,55063
TX,1/1/2015,,57995
TX,1/1/2014,,43248
TX,1/1/2015,,44372
TX,1/1/2014,,33462
TX,1/1/2015,,34506
TX,1/1/2014,,25157
TX,1/1/2015,,25291
UT,1/1/2014,,46309
UT,1/1/2015,,46138
UT,1/1/2014,0.074,53830
UT,1/1/2015,0.074,60372
UT,1/1/2014,0.063,47609
UT,1/1/2015,0.063,49556
UT,1/1/2014,0.114,47214
UT,1/1/2015,0.114,44594
UT,1/1/2014,0.074,69019
UT,1/1/2015,0.074,70456
UT,1/1/2014,0.093,57945
UT,1/1/2015,0.093,61386
UT,1/1/2014,0.105,51819
UT,1/1/2015,0.105,52070
UT,1/1/2014,,41786
UT,1/1/2015,,43798
UT,1/1/2014,0.161,42702
UT,1/1/2015,0.161,42368
UT,1/1/2014,0.096,41804
UT,1/1/2015,0.096,43439
UT,1/1/2014,,51823
UT,1/1/2015,,51942
UT,1/1/2014,,43128
UT,1/1/2015,,46350
UT,1/1/2014,0.042,48472
UT,1/1/2015,0.042,51424
UT,1/1/2014,,75348
UT,1/1/2015,,83496
UT,1/1/2014,,36403
UT,1/1/2015,,37897
UT,1/1/2014,0.12,58743
UT,1/1/2015,0.12,61716
UT,1/1/2014,0.073,38329
UT,1/1/2015,0.073,40327
UT,1/1/2014,0.064,43921
UT,1/1/2015,0.064,45338
UT,1/1/2014,0.096,45243
UT,1/1/2015,0.096,49877
UT,1/1/2014,0.191,84672
UT,1/1/2015,0.191,81907
UT,1/1/2014,0.11,61927
UT,1/1/2015,0.11,59400
UT,1/1/2014,0.128,60419
UT,1/1/2015,0.128,62028
UT,1/1/2014,0.044,58167
UT,1/1/2015,0.044,60069
UT,1/1/2014,0.088,62014
UT,1/1/2015,0.088,64423
UT,1/1/2014,0.062,45305
UT,1/1/2015,0.062,50378
UT,1/1/2014,,40185
UT,1/1/2015,,38945
UT,1/1/2014,0.111,54169
UT,1/1/2015,0.111,54055
VA,1/1/2014,0.153,36957
VA,1/1/2015,0.153,38064
VA,1/1/2014,0.137,70813
VA,1/1/2015,0.137,70032
VA,1/1/2014,0.218,80942
VA,1/1/2015,0.218,85562
VA,1/1/2014,,44530
VA,1/1/2015,,44983
VA,1/1/2014,,49714
VA,1/1/2015,,52055
VA,1/1/2014,,43791
VA,1/1/2015,,47268
VA,1/1/2014,,43814
VA,1/1/2015,,44062
VA,1/1/2014,0.187,99255
VA,1/1/2015,0.187,101533
VA,1/1/2014,0.117,49773
VA,1/1/2015,0.117,54834
VA,1/1/2014,,44524
VA,1/1/2015,,42951
VA,1/1/2014,0.166,56910
VA,1/1/2015,0.166,56888
VA,1/1/2014,,36579
VA,1/1/2015,,38162
VA,1/1/2014,,42843
VA,1/1/2015,,41939
VA,1/1/2014,,60943
VA,1/1/2015,,61005
VA,1/1/2014,,31973
VA,1/1/2015,,35167
VA,1/1/2014,0.158,34621
VA,1/1/2015,0.158,37800
VA,1/1/2014,,32848
VA,1/1/2015,,31621
VA,1/1/2014,,34415
VA,1/1/2015,,39538
VA,1/1/2014,,36289
VA,1/1/2015,,36915
VA,1/1/2014,0.114,41193
VA,1/1/2015,0.114,47982
VA,1/1/2014,0.13,54336
VA,1/1/2015,0.13,55760
VA,1/1/2014,0.128,32777
VA,1/1/2015,0.128,36218
VA,1/1/2014,,47828
VA,1/1/2015,,48394
VA,1/1/2014,,32873
VA,1/1/2015,,35715
VA,1/1/2014,,41031
VA,1/1/2015,,45320
VA,1/1/2014,0.157,64950
VA,1/1/2015,0.157,66516
VA,1/1/2014,0.143,70371
VA,1/1/2015,0.143,67454
VA,1/1/2014,,67922
VA,1/1/2015,,74384
VA,1/1/2014,,51664
VA,1/1/2015,,49715
VA,1/1/2014,,36566
VA,1/1/2015,,33904
VA,1/1/2014,,38268
VA,1/1/2015,,45527
VA,1/1/2014,0.164,59609
VA,1/1/2015,0.164,63876
VA,1/1/2014,,36988
VA,1/1/2015,,41799
VA,1/1/2014,0.108,30588
VA,1/1/2015,0.108,30940
VA,1/1/2014,,35147
VA,1/1/2015,,33386
VA,1/1/2014,0.178,51131
VA,1/1/2015,0.178,51864
VA,1/1/2014,,32225
VA,1/1/2015,,32676
VA,1/1/2014,,42012
VA,1/1/2015,,44427
VA,1/1/2014,0.203,106690
VA,1/1/2015,0.203,110658
VA,1/1/2014,0.16,86963
VA,1/1/2015,0.16,89507
VA,1/1/2014,,121250
VA,1/1/2015,,117452
VA,1/1/2014,0.163,82957
VA,1/1/2015,0.163,82705
VA,1/1/2014,,42211
VA,1/1/2015,,41652
VA,1/1/2014,0.182,63307
VA,1/1/2015,0.182,63117
VA,1/1/2014,0.088,43427
VA,1/1/2015,0.088,48070
VA,1/1/2014,,36078
VA,1/1/2015,,36326
VA,1/1/2014,0.146,64027
VA,1/1/2015,0.146,68166
VA,1/1/2014,,47297
VA,1/1/2015,,48152
VA,1/1/2014,,33191
VA,1/1/2015,,33737
VA,1/1/2014,,44365
VA,1/1/2015,,43504
VA,1/1/2014,0.199,57173
VA,1/1/2015,0.199,58824
VA,1/1/2014,0.139,81707
VA,1/1/2015,0.139,76843
VA,1/1/2014,,32611
VA,1/1/2015,,33302
VA,1/1/2014,,59718
VA,1/1/2015,,59730
VA,1/1/2014,,36996
VA,1/1/2015,,38036
VA,1/1/2014,0.105,36203
VA,1/1/2015,0.105,35553
VA,1/1/2014,0.156,47206
VA,1/1/2015,0.156,45293
VA,1/1/2014,0.166,74660
VA,1/1/2015,0.166,77316
VA,1/1/2014,,35489
VA,1/1/2015,,37588
VA,1/1/2014,0.184,58723
VA,1/1/2015,0.184,60050
VA,1/1/2014,0.108,34232
VA,1/1/2015,0.108,36066
VA,1/1/2014,,39315
VA,1/1/2015,,39440
VA,1/1/2014,0.144,64606
VA,1/1/2015,0.144,62495
VA,1/1/2014,0.094,78396
VA,1/1/2015,0.094,75806
VA,1/1/2014,,75861
VA,1/1/2015,,78180
VA,1/1/2014,,62005
VA,1/1/2015,,61183
VA,1/1/2014,,45090
VA,1/1/2015,,44697
VA,1/1/2014,0.186,47769
VA,1/1/2015,0.186,46578
VA,1/1/2014,0.114,30606
VA,1/1/2015,0.114,32092
VA,1/1/2014,,40250
VA,1/1/2015,,41521
VA,1/1/2014,0.192,118934
VA,1/1/2015,0.192,117680
VA,1/1/2014,0.147,54836
VA,1/1/2015,0.147,53170
VA,1/1/2014,,33618
VA,1/1/2015,,37712
VA,1/1/2014,0.171,37402
VA,1/1/2015,0.171,39918
VA,1/1/2014,,51094
VA,1/1/2015,,51805
VA,1/1/2014,,68970
VA,1/1/2015,,71742
VA,1/1/2014,,65307
VA,1/1/2015,,70133
VA,1/1/2014,,29550
VA,1/1/2015,,31046
VA,1/1/2014,,57051
VA,1/1/2015,,55128
VA,1/1/2014,0.11,37435
VA,1/1/2015,0.11,38439
VA,1/1/2014,0.286,48066
VA,1/1/2015,0.286,47399
VA,1/1/2014,0.139,42307
VA,1/1/2015,0.139,46024
VA,1/1/2014,0.124,47234
VA,1/1/2015,0.124,45990
VA,1/1/2014,,68862
VA,1/1/2015,,72150
VA,1/1/2014,0.172,46794
VA,1/1/2015,0.172,47421
VA,1/1/2014,0.191,41880
VA,1/1/2015,0.191,42949
VA,1/1/2014,0.166,32138
VA,1/1/2015,0.166,36211
VA,1/1/2014,,47143
VA,1/1/2015,,49054
VA,1/1/2014,,33234
VA,1/1/2015,,32303
VA,1/1/2014,0.232,36818
VA,1/1/2015,0.232,34805
VA,1/1/2014,0.175,58673
VA,1/1/2015,0.175,60829
VA,1/1/2014,0.142,41300
VA,1/1/2015,0.142,41070
VA,1/1/2014,0.12,33818
VA,1/1/2015,0.12,34654
VA,1/1/2014,,33280
VA,1/1/2015,,32623
VA,1/1/2014,0.09,42236
VA,1/1/2015,0.09,40608
VA,1/1/2014,,84177
VA,1/1/2015,,82815
VA,1/1/2014,0.137,41699
VA,1/1/2015,0.137,43041
VA,1/1/2014,0.22,73639
VA,1/1/2015,0.22,74820
VA,1/1/2014,,37636
VA,1/1/2015,,39077
VA,1/1/2014,0.175,62475
VA,1/1/2015,0.175,65625
VA,1/1/2014,0.19,93011
VA,1/1/2015,0.19,93671
VA,1/1/2014,0.14,42502
VA,1/1/2015,0.14,43555
VA,1/1/2014,,37440
VA,1/1/2015,,34635
VA,1/1/2014,,58276
VA,1/1/2015,,60945
VA,1/1/2014,0.159,41190
VA,1/1/2015,0.159,42738
VA,1/1/2014,0.164,37933
VA,1/1/2015,0.164,39249
VA,1/1/2014,0.116,58550
VA,1/1/2015,0.116,57663
VA,1/1/2014,0.131,37800
VA,1/1/2015,0.131,37223
VA,1/1/2014,0.173,46909
VA,1/1/2015,0.173,46882
VA,1/1/2014,0.11,51137
VA,1/1/2015,0.11,55636
VA,1/1/2014,,35912
VA,1/1/2015,,36107
VA,1/1/2014,,47760
VA,1/1/2015,,47837
VA,1/1/2014,,36566
VA,1/1/2015,,38336
VA,1/1/2014,0.148,48677
VA,1/1/2015,0.148,47874
VA,1/1/2014,,36235
VA,1/1/2015,,37475
VA,1/1/2014,0.257,43846
VA,1/1/2015,0.257,46547
VA,1/1/2014,0.138,77298
VA,1/1/2015,0.138,73112
VA,1/1/2014,0.151,95927
VA,1/1/2015,0.151,93014
VA,1/1/2014,,40379
VA,1/1/2015,,39712
VA,1/1/2014,0.167,61778
VA,1/1/2015,0.167,59468
VA,1/1/2014,,50425
VA,1/1/2015,,50554
VA,1/1/2014,,36901
VA,1/1/2015,,38948
VA,1/1/2014,0.101,34760
VA,1/1/2015,0.101,38336
VA,1/1/2014,0.221,61523
VA,1/1/2015,0.221,62509
VA,1/1/2014,0.136,58632
VA,1/1/2015,0.136,56291
VA,1/1/2014,,43155
VA,1/1/2015,,42242
VA,1/1/2014,,43883
VA,1/1/2015,,42434
VA,1/1/2014,,45051
VA,1/1/2015,,45927
VA,1/1/2014,,44256
VA,1/1/2015,,47880
VA,1/1/2014,,42305
VA,1/1/2015,,43943
VA,1/1/2014,0.102,35800
VA,1/1/2015,0.102,37490
VA,1/1/2014,,38533
VA,1/1/2015,,41168
VA,1/1/2014,0.127,75316
VA,1/1/2015,0.127,78327
VT,1/1/2014,0.193,55120
VT,1/1/2015,0.193,54683
VT,1/1/2014,0.168,48306
VT,1/1/2015,0.168,48290
VT,1/1/2014,0.153,42558
VT,1/1/2015,0.153,43011
VT,1/1/2014,0.204,62374
VT,1/1/2015,0.204,62618
VT,1/1/2014,0.208,35207
VT,1/1/2015,0.208,36140
VT,1/1/2014,0.196,53436
VT,1/1/2015,0.196,55912
VT,1/1/2014,0.198,54915
VT,1/1/2015,0.198,57559
VT,1/1/2014,0.22,49256
VT,1/1/2015,0.22,46742
VT,1/1/2014,0.207,49747
VT,1/1/2015,0.207,51348
VT,1/1/2014,0.188,40764
VT,1/1/2015,0.188,40522
VT,1/1/2014,0.175,45168
VT,1/1/2015,0.175,45757
VT,1/1/2014,0.198,56710
VT,1/1/2015,0.198,52619
VT,1/1/2014,0.203,49098
VT,1/1/2015,0.203,46642
VT,1/1/2014,0.199,50094
VT,1/1/2015,0.199,51218
WA,1/1/2014,0.118,43939
WA,1/1/2015,0.118,45171
WA,1/1/2014,0.156,42364
WA,1/1/2015,0.156,42842
WA,1/1/2014,0.134,58361
WA,1/1/2015,0.134,59264
WA,1/1/2014,0.145,45730
WA,1/1/2015,0.145,50033
WA,1/1/2014,0.138,43482
WA,1/1/2015,0.138,46531
WA,1/1/2014,0.16,56087
WA,1/1/2015,0.16,57886
WA,1/1/2014,0.148,41834
WA,1/1/2015,0.148,42332
WA,1/1/2014,0.186,47714
WA,1/1/2015,0.186,48447
WA,1/1/2014,0.141,48308
WA,1/1/2015,0.141,49293
WA,1/1/2014,0.179,36321
WA,1/1/2015,0.179,38302
WA,1/1/2014,0.144,52829
WA,1/1/2015,0.144,52720
WA,1/1/2014,0.105,46927
WA,1/1/2015,0.105,46157
WA,1/1/2014,0.139,45050
WA,1/1/2015,0.139,46065
WA,1/1/2014,0.215,41823
WA,1/1/2015,0.215,41791
WA,1/1/2014,0.16,56459
WA,1/1/2015,0.16,53306
WA,1/1/2014,0.155,47398
WA,1/1/2015,0.155,47709
WA,1/1/2014,0.184,68944
WA,1/1/2015,0.184,71779
WA,1/1/2014,0.172,59354
WA,1/1/2015,0.172,62516
WA,1/1/2014,0.173,43649
WA,1/1/2015,0.173,47287
WA,1/1/2014,0.154,46001
WA,1/1/2015,0.154,47960
WA,1/1/2014,0.14,42993
WA,1/1/2015,0.14,41325
WA,1/1/2014,0.156,46603
WA,1/1/2015,0.156,47895
WA,1/1/2014,0.161,48539
WA,1/1/2015,0.161,46886
WA,1/1/2014,0.151,38537
WA,1/1/2015,0.151,39014
WA,1/1/2014,0.146,37774
WA,1/1/2015,0.146,35703
WA,1/1/2014,0.173,40304
WA,1/1/2015,0.173,44882
WA,1/1/2014,0.16,57542
WA,1/1/2015,0.16,57619
WA,1/1/2014,0.212,51224
WA,1/1/2015,0.212,56667
WA,1/1/2014,0.164,52886
WA,1/1/2015,0.164,52525
WA,1/1/2014,0.197,53669
WA,1/1/2015,0.197,52967
WA,1/1/2014,0.184,67068
WA,1/1/2015,0.184,67443
WA,1/1/2014,0.174,47531
WA,1/1/2015,0.174,47577
WA,1/1/2014,0.178,39948
WA,1/1/2015,0.178,43675
WA,1/1/2014,0.159,58556
WA,1/1/2015,0.159,59877
WA,1/1/2014,0.181,49346
WA,1/1/2015,0.181,46659
WA,1/1/2014,0.141,45225
WA,1/1/2015,0.141,46294
WA,1/1/2014,0.174,51509
WA,1/1/2015,0.174,51119
WA,1/1/2014,0.167,32276
WA,1/1/2015,0.167,42702
WA,1/1/2014,0.138,43428
WA,1/1/2015,0.138,41918
WI,1/1/2014,0.249,42241
WI,1/1/2015,0.249,43814
WI,1/1/2014,0.188,39134
WI,1/1/2015,0.188,37909
WI,1/1/2014,0.225,42676
WI,1/1/2015,0.225,44086
WI,1/1/2014,0.233,44487
WI,1/1/2015,0.233,45466
WI,1/1/2014,0.253,51100
WI,1/1/2015,0.253,51956
WI,1/1/2014,0.275,48009
WI,1/1/2015,0.275,48418
WI,1/1/2014,0.22,37336
WI,1/1/2015,0.22,41388
WI,1/1/2014,0.355,69658
WI,1/1/2015,0.355,66657
WI,1/1/2014,0.212,49867
WI,1/1/2015,0.212,49491
WI,1/1/2014,0.269,43133
WI,1/1/2015,0.269,42477
WI,1/1/2014,0.306,55986
WI,1/1/2015,0.306,57613
WI,1/1/2014,0.223,41968
WI,1/1/2015,0.223,41598
WI,1/1/2014,0.229,60119
WI,1/1/2015,0.229,60326
WI,1/1/2014,0.265,51602
WI,1/1/2015,0.265,51623
WI,1/1/2014,0.26,48055
WI,1/1/2015,0.26,51761
WI,1/1/2014,0.275,43573
WI,1/1/2015,0.275,43417
WI,1/1/2014,0.236,47214
WI,1/1/2015,0.236,50425
WI,1/1/2014,0.237,47895
WI,1/1/2015,0.237,49345
WI,1/1/2014,0.253,44666
WI,1/1/2015,0.253,44139
WI,1/1/2014,0.216,53548
WI,1/1/2015,0.216,54649
WI,1/1/2014,0.214,39167
WI,1/1/2015,0.214,40153
WI,1/1/2014,0.26,46503
WI,1/1/2015,0.26,45854
WI,1/1/2014,0.245,55154
WI,1/1/2015,0.245,55732
WI,1/1/2014,0.21,46751
WI,1/1/2015,0.21,44184
WI,1/1/2014,0.264,52754
WI,1/1/2015,0.264,53186
WI,1/1/2014,0.302,39130
WI,1/1/2015,0.302,37412
WI,1/1/2014,0.307,43776
WI,1/1/2015,0.307,46442
WI,1/1/2014,0.231,54141
WI,1/1/2015,0.231,52399
WI,1/1/2014,0.273,44670
WI,1/1/2015,0.273,45167
WI,1/1/2014,0.234,54196
WI,1/1/2015,0.234,51929
WI,1/1/2014,0.262,55361
WI,1/1/2015,0.262,52954
WI,1/1/2014,0.257,48129
WI,1/1/2015,0.257,51324
WI,1/1/2014,0.177,46348
WI,1/1/2015,0.177,46422
WI,1/1/2014,0.235,44103
WI,1/1/2015,0.235,42025
WI,1/1/2014,0.232,48766
WI,1/1/2015,0.232,47721
WI,1/1/2014,0.268,49160
WI,1/1/2015,0.268,47835
WI,1/1/2014,0.243,52725
WI,1/1/2015,0.243,51830
WI,1/1/2014,0.212,43064
WI,1/1/2015,0.212,41446
WI,1/1/2014,0.255,43423
WI,1/1/2015,0.255,47760
WI,1/1/2014,0.196,33925
WI,1/1/2015,0.196,32769
WI,1/1/2014,0.213,42434
WI,1/1/2015,0.213,42058
WI,1/1/2014,0.257,45790
WI,1/1/2015,0.257,51411
WI,1/1/2014,0.277,52156
WI,1/1/2015,0.277,52800
WI,1/1/2014,0.221,44621
WI,1/1/2015,0.221,46773
WI,1/1/2014,0.277,58058
WI,1/1/2015,0.277,57124
WI,1/1/2014,0.256,76289
WI,1/1/2015,0.256,74392
WI,1/1/2014,0.196,48108
WI,1/1/2015,0.196,50728
WI,1/1/2014,0.314,60321
WI,1/1/2015,0.314,60824
WI,1/1/2014,0.26,50026
WI,1/1/2015,0.26,49138
WI,1/1/2014,0.253,46725
WI,1/1/2015,0.253,51587
WI,1/1/2014,0.215,41344
WI,1/1/2015,0.215,43004
WI,1/1/2014,0.239,52164
WI,1/1/2015,0.239,54403
WI,1/1/2014,0.269,43632
WI,1/1/2015,0.269,43635
WI,1/1/2014,0.259,46926
WI,1/1/2015,0.259,49157
WI,1/1/2014,0.169,37414
WI,1/1/2015,0.169,37350
WI,1/1/2014,0.226,52591
WI,1/1/2015,0.226,50923
WI,1/1/2014,0.25,40228
WI,1/1/2015,0.25,40608
WI,1/1/2014,0.271,44213
WI,1/1/2015,0.271,45953
WI,1/1/2014,0.276,52589
WI,1/1/2015,0.276,52106
WI,1/1/2014,0.301,69436
WI,1/1/2015,0.301,69641
WI,1/1/2014,0.299,43124
WI,1/1/2015,0.299,45985
WI,1/1/2014,0.24,48566
WI,1/1/2015,0.24,50953
WI,1/1/2014,0.226,43823
WI,1/1/2015,0.226,47063
WI,1/1/2014,0.252,39025
WI,1/1/2015,0.252,40454
WI,1/1/2014,0.229,51298
WI,1/1/2015,0.229,52610
WI,1/1/2014,0.263,41666
WI,1/1/2015,0.263,43588
WI,1/1/2014,0.283,66616
WI,1/1/2015,0.283,67276
WI,1/1/2014,0.242,72656
WI,1/1/2015,0.242,75652
WI,1/1/2014,0.256,51503
WI,1/1/2015,0.256,48056
WI,1/1/2014,0.275,42791
WI,1/1/2015,0.275,43175
WI,1/1/2014,0.238,51740
WI,1/1/2015,0.238,50469
WI,1/1/2014,0.224,46027
WI,1/1/2015,0.224,48723
WV,1/1/2014,,32940
WV,1/1/2015,,35558
WV,1/1/2014,0.135,52672
WV,1/1/2015,0.135,54010
WV,1/1/2014,0.09,39194
WV,1/1/2015,0.09,38098
WV,1/1/2014,,33280
WV,1/1/2015,,35296
WV,1/1/2014,0.146,40044
WV,1/1/2015,0.146,43719
WV,1/1/2014,0.091,36048
WV,1/1/2015,0.091,37628
WV,1/1/2014,0.155,32922
WV,1/1/2015,0.155,31946
WV,1/1/2014,,32885
WV,1/1/2015,,32640
WV,1/1/2014,0.091,34753
WV,1/1/2015,0.091,39399
WV,1/1/2014,0.145,33445
WV,1/1/2015,0.145,33720
WV,1/1/2014,0.136,32912
WV,1/1/2015,0.136,35344
WV,1/1/2014,,38029
WV,1/1/2015,,38268
WV,1/1/2014,0.073,36248
WV,1/1/2015,0.073,37218
WV,1/1/2014,0.109,34896
WV,1/1/2015,0.109,37444
WV,1/1/2014,0.15,37025
WV,1/1/2015,0.15,40249
WV,1/1/2014,0.12,38171
WV,1/1/2015,0.12,36053
WV,1/1/2014,0.074,41221
WV,1/1/2015,0.074,42197
WV,1/1/2014,0.111,39352
WV,1/1/2015,0.111,38640
WV,1/1/2014,0.144,62924
WV,1/1/2015,0.144,64916
WV,1/1/2014,0.101,45813
WV,1/1/2015,0.101,45858
WV,1/1/2014,,37345
WV,1/1/2015,,38462
WV,1/1/2014,0.107,34023
WV,1/1/2015,0.107,35524
WV,1/1/2014,0.096,33542
WV,1/1/2015,0.096,35773
WV,1/1/2014,0.092,40638
WV,1/1/2015,0.092,41705
WV,1/1/2014,0.127,42395
WV,1/1/2015,0.127,41583
WV,1/1/2014,0.101,36730
WV,1/1/2015,0.101,36454
WV,1/1/2014,0.098,25246
WV,1/1/2015,0.098,25205
WV,1/1/2014,0.061,34688
WV,1/1/2015,0.061,34320
WV,1/1/2014,0.072,38673
WV,1/1/2015,0.072,38320
WV,1/1/2014,0.09,32736
WV,1/1/2015,0.09,32431
WV,1/1/2014,0.134,41503
WV,1/1/2015,0.134,47281
WV,1/1/2014,0.111,36798
WV,1/1/2015,0.111,36787
WV,1/1/2014,0.108,41087
WV,1/1/2015,0.108,42719
WV,1/1/2014,0.085,38681
WV,1/1/2015,0.085,38451
WV,1/1/2014,0.122,37973
WV,1/1/2015,0.122,41009
WV,1/1/2014,,36824
WV,1/1/2015,,36868
WV,1/1/2014,,42935
WV,1/1/2015,,43172
WV,1/1/2014,0.206,30826
WV,1/1/2015,0.206,32199
WV,1/1/2014,0.089,40431
WV,1/1/2015,0.089,42187
WV,1/1/2014,0.09,55172
WV,1/1/2015,0.09,56102
WV,1/1/2014,0.059,40199
WV,1/1/2015,0.059,39998
WV,1/1/2014,0.083,36951
WV,1/1/2015,0.083,35458
WV,1/1/2014,,36554
WV,1/1/2015,,38147
WV,1/1/2014,0.13,30819
WV,1/1/2015,0.13,35982
WV,1/1/2014,0.109,29352
WV,1/1/2015,0.109,31051
WV,1/1/2014,0.092,39665
WV,1/1/2015,0.092,38720
WV,1/1/2014,,35423
WV,1/1/2015,,37591
WV,1/1/2014,0.172,37826
WV,1/1/2015,0.172,39401
WV,1/1/2014,,44593
WV,1/1/2015,,37676
WV,1/1/2014,0.113,37705
WV,1/1/2015,0.113,38676
WV,1/1/2014,,27382
WV,1/1/2015,,31805
WV,1/1/2014,,37759
WV,1/1/2015,,39444
WV,1/1/2014,,36999
WV,1/1/2015,,37132
WV,1/1/2014,0.098,42065
WV,1/1/2015,0.098,41205
WV,1/1/2014,0.056,32880
WV,1/1/2015,0.056,34525
WY,1/1/2014,0.163,39248
WY,1/1/2015,0.163,42443
WY,1/1/2014,0.113,46118
WY,1/1/2015,0.113,49052
WY,1/1/2014,0.203,80327
WY,1/1/2015,0.203,81652
WY,1/1/2014,0.165,53780
WY,1/1/2015,0.165,54210
WY,1/1/2014,0.195,63808
WY,1/1/2015,0.195,62438
WY,1/1/2014,0.157,53781
WY,1/1/2015,0.157,59490
WY,1/1/2014,0.16,47906
WY,1/1/2015,0.16,51920
WY,1/1/2014,0.167,42045
WY,1/1/2015,0.167,43311
WY,1/1/2014,0.163,42596
WY,1/1/2015,0.163,42694
WY,1/1/2014,0.198,51903
WY,1/1/2015,0.198,51521
WY,1/1/2014,0.152,53999
WY,1/1/2015,0.152,59712
WY,1/1/2014,0.141,60817
WY,1/1/2015,0.141,67256
WY,1/1/2014,0.176,54402
WY,1/1/2015,0.176,57701
WY,1/1/2014,0.145,43712
WY,1/1/2015,0.145,43994
WY,1/1/2014,0.154,51003
WY,1/1/2015,0.154,50967
WY,1/1/2014,0.167,45435
WY,1/1/2015,0.167,48621
WY,1/1/2014,0.177,50310
WY,1/1/2015,0.177,51628
WY,1/1/2014,0.231,68509
WY,1/1/2015,0.231,74951
WY,1/1/2014,0.213,64747
WY,1/1/2015,0.213,72899
WY,1/1/2014,0.211,66592
WY,1/1/2015,0.211,70201
WY,1/1/2014,0.137,61057
WY,1/1/2015,0.137,60953
WY,1/1/2014,0.099,49533
WY,1/1/2015,0.099,50740
WY,1/1/2014,0.17,53665
WY,1/1/2015,0.17,59314
